 32     wild3    9    9  2.88622e-02  9.43605e-02 
 33     wild3   10   10  3.37317e-02  5.48911e-03 
 34     wild3   11   11  2.67299e-02  3.01591e-02 
 35     wild3   10   10  2.73508e+02  5.50892e+00 
 36     wild3    5   33  1.61588e+01  1.30040e+01 
 37     wild3   11   65  2.09278e+00  1.96037e+00 
 38     wild3   11   65  1.99878e+02  3.09177e+01 
 39     wild3    8    8  9.03152e+02  7.64733e-01 
 40     wild3   10   12  1.35466e+03  1.14710e+00 
 41     wild3   11   14  1.58097e+03  1.33828e+00 
 42     wild3   12   16  1.80885e+03  1.52947e+00 
 43     wild3    5    5  5.65201e+01  2.76567e+00 
 44     wild3    6    6  7.05752e+01  3.33723e+00 
 45     wild3    8    8  9.87522e+01  4.48035e+00 
 46     wild3    5    5  2.53762e+09  8.32656e-01 
 47     wild3    5    5  6.87417e+12  1.06850e+00 
 48     wild3    8    8  3.36590e+09  1.93919e+00 
 49     wild3   10   10  3.73726e+09  8.93730e-01 
 50     wild3   12   12  3.98712e+09  1.95876e+00 
 51     wild3   12   12  1.12997e+13  1.33103e+00 
 52     wild3    8    8  9.37970e+00  8.21472e-01 
 53     wild3    8    8  3.36341e+10  2.15289e-01 
  1    noisy3    9   45  7.19986e+01  3.89818e+01 
  2    noisy3    9   45  1.12511e+03  2.58956e+01 
  3    noisy3    7   35  1.16545e+07  4.74218e-01 
  4    noisy3    7   35  1.16863e+09  6.51181e-01 
  5    noisy3    7   35  4.98919e+06  2.69234e+00 
  6    noisy3    7   35  5.00935e+08  3.19769e+00 
  7    noisy3    2    2  2.42390e+01  1.76079e+00 
  8    noisy3    2    2  1.79902e+06  1.80861e-01 
  9    noisy3    3    3  2.50453e+03  2.18429e-01 
 10    noisy3    3    3  1.06111e+04  1.09537e+00 
 11    noisy3    4    4  2.15158e+02  5.20857e-01 
 12    noisy3    4    4  1.61606e+06  8.40445e-02 
 13    noisy3    2    2  4.01206e+02  1.59741e+00 
 14    noisy3    2    2  1.54802e+08  4.01087e-01 
 15    noisy3    3   15  4.16814e+01  1.14839e+01 
 16    noisy3    3   15  1.30669e+03  1.20003e+00 
 17    noisy3    4   11  5.31943e-03  6.40713e-03 
 18    noisy3    3   16  1.69549e+09  2.15879e+00 
 19    noisy3    6   31  1.64396e+01  1.10840e+01 
 20    noisy3    6   31  2.32395e+06  3.19117e+00 
 21    noisy3    9   31  2.69082e+01  5.00515e-01 
 22    noisy3    9   31  8.16202e+06  2.25546e+00 
 23    noisy3   12   31  7.36664e+01  5.26975e-01 
 24    noisy3   12   31  2.06032e+07  9.15827e-01 
 25    noisy3    3   10  1.03197e+03  2.37332e-01 
 26    noisy3    2   10  4.16817e+03  3.22230e+00 
 27    noisy3    4   20  7.92936e+06  2.88609e-01 
 28    noisy3    4   20  3.08108e+11  2.09901e+00 
 29    noisy3    6    6  4.64572e-02  1.56626e-01 
 30    noisy3    7    7  3.37941e-02  1.73410e-01 
 31    noisy3    8    8  3.86378e-02  6.90493e-02 
 32    noisy3    9    9  2.88994e-02  9.44244e-02 
 33    noisy3   10   10  3.37713e-02  5.57359e-03 
 34    noisy3   11   11  2.67479e-02  3.02356e-02 
 35    noisy3   10   10  2.73413e+02  5.49833e+00 
 36    noisy3    5   33  1.61910e+01  1.30031e+01 
 37    noisy3   11   65  2.09352e+00  1.96145e+00 
 38    noisy3   11   65  1.99974e+02  3.09117e+01 
 39    noisy3    8    8  9.04580e+02  7.80671e-01 
 40    noisy3   10   12  1.35608e+03  1.15071e+00 
 41    noisy3   11   14  1.58133e+03  1.32326e+00 
 42    noisy3   12   16  1.80772e+03  1.52430e+00 
 43    noisy3    5    5  5.65622e+01  2.77281e+00 
 44    noisy3    6    6  7.06215e+01  3.34402e+00 
 45    noisy3    8    8  9.87665e+01  4.48933e+00 
 46    noisy3    5    5  2.54232e+09  1.20721e+00 
 47    noisy3    5    5  6.88256e+12  1.77617e+00 
 48    noisy3    8    8  3.37147e+09  2.81430e+00 
 49    noisy3   10   10  3.73806e+09  1.33810e+00 
 50    noisy3   12   12  3.99418e+09  1.60273e+00 
 51    noisy3   12   12  1.13091e+13  3.20114e-01 
 52    noisy3    8    8  9.38816e+00  8.22371e-01 
 53    noisy3    8    8  3.36843e+10  6.49735e-02 

